Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Female,Backend Developer,14,"Programming, Software Development, Problem Solving",PhD/Doctorate,Delhi,1682648
Female,Backend Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Delhi,1389248
Male,Backend Developer,18,"Programming, Software Development, Problem Solving",Bachelors,Delhi,1372732
Female,Backend Developer,9,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Bangalore,1338352
Male,Backend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,993855
Female,Backend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,875293
Female,Backend Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Chennai,622706
Female,Backend Developer,3,"Programming, Software Development, Problem Solving",PhD/Doctorate,Chennai,924667
Female,Backend Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chennai,1345114
Female,Backend Developer,1,"Programming, Software Development, Problem Solving",High School,Hyderabad,517990
Male,Backend Developer,0,"Programming, Software Development, Problem Solving",Bachelors,Hyderabad,661043
Male,Backend Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,1614092
Female,Backend Developer,0,"Programming, Software Development, Problem Solving",High School,Pune,542643
Male,Backend Developer,2,"Programming, Software Development, Problem Solving",PhD/Doctorate,Pune,1141080
Male,Backend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Pune,713846
Male,Backend Developer,12,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kolkata,1093797
Female,Backend Developer,3,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kolkata,738419
Female,Backend Developer,2,"Programming, Software Development, Problem Solving",PhD/Doctorate,Kolkata,819792
Female,Backend Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ahmedabad,1382677
Female,Backend Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Ahmedabad,952838
Female,Backend Developer,4,"Programming, Software Development, Problem Solving",High School,Ahmedabad,506473
Male,Backend Developer,3,"Programming, Software Development, Problem Solving",PhD/Doctorate,Surat,880489
Male,Backend Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Surat,1483657
Female,Backend Developer,8,"Programming, Software Development, Problem Solving",Bachelors,Surat,641479
Male,Backend Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,836872
Male,Backend Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,1220356
Male,Backend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,712667
Male,Backend Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Lucknow,816031
Male,Backend Developer,14,"Programming, Software Development, Problem Solving",PhD/Doctorate,Lucknow,1358683
Male,Backend Developer,3,"Programming, Software Development, Problem Solving",Bachelors,Lucknow,612530
Male,Backend Developer,14,"Programming, Software Development, Problem Solving",High School,Kanpur,734852
Female,Backend Developer,15,"Programming, Software Development, Problem Solving",High School,Kanpur,720525
Female,Backend Developer,3,"Programming, Software Development, Problem Solving",Bachelors,Kanpur,537311
Male,Backend Developer,15,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nagpur,1158452
Female,Backend Developer,1,"Programming, Software Development, Problem Solving",PhD/Doctorate,Nagpur,662072
Male,Backend Developer,6,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nagpur,830655
Female,Backend Developer,12,"Programming, Software Development, Problem Solving",High School,Indore,621100
Non-binary,Backend Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Indore,839952
Male,Backend Developer,19,"Programming, Software Development, Problem Solving",Bachelors,Indore,955971
Male,Backend Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Patna,1188675
Male,Backend Developer,11,"Programming, Software Development, Problem Solving",High School,Patna,630431
Male,Backend Developer,15,"Programming, Software Development, Problem Solving",High School,Patna,689023
Male,Backend Developer,16,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Bhopal,1059907
Male,Backend Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Bhopal,623524
Female,Backend Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Bhopal,792821
Female,Backend Developer,16,"Programming, Software Development, Problem Solving",Bachelors,Coimbatore,889730
Male,Backend Developer,12,"Programming, Software Development, Problem Solving",High School,Coimbatore,760677
Female,Backend Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Coimbatore,923699
Male,Backend Developer,13,"Programming, Software Development, Problem Solving",High School,Kochi,782582
Female,Backend Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kochi,1262873
Female,Backend Developer,12,"Programming, Software Development, Problem Solving",Bachelors,Kochi,793428
Female,Backend Developer,10,"Programming, Software Development, Problem Solving",Bachelors,Thiruvananthapuram,657312
Female,Backend Developer,5,"Programming, Software Development, Problem Solving",PhD/Doctorate,Thiruvananthapuram,854039
Female,Backend Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Thiruvananthapuram,617383
Female,Backend Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Vadodara,718505
Female,Backend Developer,4,"Programming, Software Development, Problem Solving",High School,Vadodara,448647
Male,Backend Developer,10,"Programming, Software Development, Problem Solving",Bachelors,Vadodara,910252
Male,Backend Developer,3,"Programming, Software Development, Problem Solving",Bachelors,Nashik,602058
Female,Backend Developer,1,"Programming, Software Development, Problem Solving",High School,Nashik,428745
Male,Backend Developer,15,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nashik,1265251
Male,Backend Developer,5,"Programming, Software Development, Problem Solving",PhD/Doctorate,Rajkot,834359
Female,Backend Developer,11,"Programming, Software Development, Problem Solving",PhD/Doctorate,Rajkot,1019665
Male,Backend Developer,2,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Rajkot,736991
Male,Backend Developer,3,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chandigarh,723757
Female,Backend Developer,15,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chandigarh,1160954
Male,Backend Developer,13,"Programming, Software Development, Problem Solving",PhD/Doctorate,Chandigarh,1367465
Female,Backend Developer,1,"Programming, Software Development, Problem Solving",PhD/Doctorate,Gurgaon,940232
Female,Backend Developer,10,"Programming, Software Development, Problem Solving",High School,Gurgaon,931270
Non-binary,Backend Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Gurgaon,724774
Female,Backend Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Noida,1186179
Male,Backend Developer,11,"Programming, Software Development, Problem Solving",Bachelors,Noida,1035901
Male,Backend Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Noida,725108
Male,Backend Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,692410
Male,Backend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,699371
Female,Backend Developer,4,"Programming, Software Development, Problem Solving",High School,Faridabad,547979
Female,Backend Developer,8,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ghaziabad,1022627
Female,Backend Developer,18,"Programming, Software Development, Problem Solving",High School,Ghaziabad,963286
Female,Backend Developer,6,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ghaziabad,876836
Female,Backend Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Remote,1132492
Female,Backend Developer,13,"Programming, Software Development, Problem Solving",PhD/Doctorate,Remote,1236457
Female,Backend Developer,18,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Remote,1370877
Male,Mobile App Developer,10,"Programming, Software Development, Problem Solving",High School,Mumbai,913607
Female,Mobile App Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Mumbai,1033422
Non-binary,Mobile App Developer,0,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Mumbai,729324
Male,Mobile App Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Delhi,1018551
Female,Mobile App Developer,20,"Programming, Software Development, Problem Solving",High School,Delhi,994713
Male,Mobile App Developer,1,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Delhi,828121
Male,Mobile App Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Bangalore,1896257
Male,Mobile App Developer,5,"Programming, Software Development, Problem Solving",PhD/Doctorate,Bangalore,1422486
Male,Mobile App Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,1409592
Female,Mobile App Developer,6,"Programming, Software Development, Problem Solving",High School,Chennai,669490
Male,Mobile App Developer,6,"Programming, Software Development, Problem Solving",High School,Chennai,680371
Male,Mobile App Developer,16,"Programming, Software Development, Problem Solving",Bachelors,Chennai,1171216
Female,Mobile App Developer,2,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,756631
Male,Mobile App Developer,1,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,740153
Female,Mobile App Developer,10,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,1159441
Female,Mobile App Developer,9,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Pune,1008187
Male,Mobile App Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Pune,1470570
Male,Mobile App Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Pune,1627848
Male,Mobile App Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,848409
Male,Mobile App Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,723158
Female,Mobile App Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,711016
Male,Mobile App Developer,11,"Programming, Software Development, Problem Solving",Bachelors,Ahmedabad,1008270
Female,Mobile App Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Ahmedabad,957359
Male,Mobile App Developer,20,"Programming, Software Development, Problem Solving",High School,Ahmedabad,1034988
Female,Mobile App Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Surat,1192421
Female,Mobile App Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Surat,1160807
Male,Mobile App Developer,19,"Programming, Software Development, Problem Solving",Bachelors,Surat,1152026
Male,Mobile App Developer,12,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,891221
Male,Mobile App Developer,11,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Jaipur,867333
Male,Mobile App Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,1114107
Female,Mobile App Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Lucknow,511779
Male,Mobile App Developer,4,"Programming, Software Development, Problem Solving",PhD/Doctorate,Lucknow,800639
Female,Mobile App Developer,18,"Programming, Software Development, Problem Solving",High School,Lucknow,693005
